orderID,productID
84,758
84,354
84,354
84,354
84,193
85,969
85,969
85,534
85,534
85,802
85,802
85,802
85,887
85,887
86,343
86,891
86,834
86,834
86,834
86,298
86,936
86,936
86,643
87,687
87,687
87,344
87,344
87,344
87,215
87,215
87,215
87,579
88,601
88,601
88,374
88,374
89,650
89,650
89,650
89,856
89,856
90,276
90,276
90,276
90,128
90,128
90,128
91,219
91,219
91,219
92,319
92,319
92,749
92,749
92,415
92,492
92,492
92,492
93,611
93,611
93,611
93,179
93,179
93,167
93,632
93,632
94,306
94,306
94,306
94,17
94,973
94,994
94,994
95,151
95,151
95,151
95,388
95,278
95,278
95,278
95,670
95,100
96,603
96,603
96,586
96,586
96,624
96,624
96,624
97,246
97,776
97,776
98,571
98,571
98,441
98,441
98,380
98,380
98,607
99,61
99,61
99,61
99,251
99,48
99,947
99,947
99,947
99,641
99,524
99,524
100,134
100,955
100,955
100,278
100,278
100,278
100,793
100,60
101,517
101,517
101,324
101,256
101,256
101,101
101,101
101,101
101,656
101,656
101,656
102,526
102,526
102,526
102,516
102,516
102,516
102,690
102,690
102,754
102,754
102,754
102,137
102,137
102,137
103,885
103,885
103,875
103,500
104,13
104,13
104,154
105,870
105,870
105,870
105,901
105,901
105,690
105,690
105,690
105,203
105,203
106,788
106,626
106,626
106,556
106,556
107,217
107,217
108,300
108,300
108,300
108,564
108,564
108,231
109,968
110,551
110,551
110,766
110,766
110,766
110,379
110,379
110,379
110,797
110,797
110,797
110,401
111,675
111,143
111,143
111,143
111,240
111,240
111,878
111,508
111,508
112,36
112,36
112,36
113,827
113,827
113,827
113,725
113,725
113,719
113,719
113,719
113,363
113,493
113,493
113,493
113,224
114,25
114,25
114,25
114,822
114,822
115,396
115,396
115,151
115,253
115,848
115,848
116,142
116,142
116,142
116,590
116,590
116,220
116,220
116,220
116,852
117,297
117,297
117,297
117,526
117,586
117,586
118,898
118,898
118,625
118,600
118,108
118,108
118,108
118,49
118,49
119,872
119,687
119,687
119,526
119,526
119,526
119,248
119,248
119,248
119,528
119,528
119,195
119,195
120,98
120,20
120,20
120,20
121,939
121,939
121,743
121,743
122,40
122,690
122,246
122,95
122,95
123,209
123,792
123,933
124,146
124,431
124,431
124,836
124,828
125,110
125,110
125,110
125,153
125,127
125,830
125,830
125,830
125,245
126,336
126,336
126,336
126,918
126,918
126,850
126,302
126,302
127,613
127,613
127,613
127,780
127,780
127,244
127,390
127,390
128,931
128,931
128,931
128,519
128,519
128,519
129,557
129,557
129,557
129,863
129,863
130,288
130,288
130,85
130,85
130,85
130,483
130,483
131,907
132,213
132,213
132,213
132,845
132,796
132,796
132,842
132,842
132,939
132,802
132,802
132,802
133,945
133,945
133,911
134,272
134,526
134,526
134,526
134,305
134,968
134,968
134,899
134,899
135,655
135,655
135,655
135,770
135,770
135,770
135,720
135,720
136,753
136,550
136,457
136,457
137,929
137,929
137,929
138,12
138,12
138,229
139,61
139,579
139,118
139,118
139,490
139,490
139,490
139,320
140,550
140,984
140,864
140,864
140,864
140,133
140,100
140,100
140,739
140,739
140,739
141,366
141,366
141,366
141,320
142,34
142,34
142,908
142,28
142,28
142,28
142,300
142,300
142,528
142,528
142,528
143,838
143,838
143,838
143,193
143,193
143,193
143,735
143,735
143,735
143,908
143,908
143,564
143,564
143,597
143,597
143,597
144,527
144,527
144,604
145,451
145,451
145,4
146,898
146,898
146,91
147,914
148,338
149,191
149,191
149,891
149,891
149,420
149,514
149,514
149,514
149,208
150,403
151,50
151,636
151,636
151,324
151,324
151,324
151,558
151,558
151,447
151,447
151,447
152,853
152,853
152,610
152,959
152,616
152,782
152,782
152,303
152,303
153,782
153,782
153,782
153,623
153,575
153,575
153,575
153,631
154,952
154,952
154,558
154,447
154,447
154,293
155,270
155,270
155,956
155,956
156,458
156,910
156,910
156,910
156,586
156,578
156,578
156,156
157,3
157,3
157,829
158,440
158,907
158,907
158,402
159,506
159,506
159,506
159,691
159,691
159,96
159,972
160,948
160,948
160,948
160,960
160,960
160,960
160,826
160,711
160,711
160,320
160,320
160,490
161,47
161,47
161,47
161,568
161,568
161,568
162,730
162,730
162,166
162,63
163,285
163,285
163,265
164,173
164,173
164,585
164,585
164,274
164,274
165,722
165,466
165,466
165,466
165,232
165,232
165,164
166,474
166,608
166,608
166,608
167,892
167,892
167,892
167,691
167,691
167,691
167,44
167,44
167,993
167,993
167,120
167,120
167,120
167,479
167,479
167,479
168,317
168,317
168,317
168,696
168,696
168,149
168,149
168,149
169,726
169,726
169,726
169,256
170,375
170,724
170,724
170,948
170,948
170,948
170,854
170,843
170,843
170,843
170,512
170,512
171,856
171,856
171,856
171,337
171,337
171,337
171,612
171,612
171,612
172,667
172,667
172,938
172,938
172,938
173,1000
173,1000
173,1000
173,850
173,855
173,60
173,60
173,60
173,698
173,698
173,698
174,284
174,284
175,689
175,461
175,258
175,258
175,258
175,336
176,793
176,793
176,793
176,61
176,61
176,61
176,583
176,583
176,583
176,345
176,345
176,220
176,220
176,220
177,807
177,807
177,807
177,657
177,657
177,733
177,733
177,733
177,343
177,955
177,955
177,955
178,927
178,927
178,684
178,183
178,325
179,261
179,261
179,16
179,63
179,63
179,312
179,312
180,648
180,648
181,5
181,955
181,493
181,766
181,766
181,766
181,637
181,637
182,753
182,753
182,753
182,90
182,91
182,657
182,657
182,993
182,993
182,993
183,825
183,825
183,825
183,848
183,848
183,190
183,190
183,486
183,951
183,951
183,951
184,364
184,454
184,454
184,454
184,869
184,869
184,246
184,225
185,742
185,742
185,886
185,886
185,886
185,673
185,673
185,673
185,600
185,301
185,301
185,301
185,415
185,415
186,782
186,782
186,782
187,956
187,956
187,946
187,946
187,946
187,115
187,115
187,120
187,120
187,120
187,955
187,955
187,955
188,929
188,929
188,297
188,260
188,594
188,106
189,382
189,382
189,382
189,241
189,241
190,492
190,492
190,458
190,458
191,467
191,1
191,1
191,1
191,585
192,941
192,941
192,941
192,107
192,296
192,296
192,801
192,801
192,922
192,553
193,748
193,486
193,486
193,486
194,426
194,894
194,894
194,894
194,558
195,366
195,366
195,366
195,276
195,415
195,415
195,567
195,567
195,567
195,834
195,161
195,161
196,585
196,585
196,585
196,495
196,495
196,495
196,487
196,91
197,152
197,152
197,152
197,732
197,806
198,51
198,557
198,230
198,867
198,234
198,234
199,346
199,346
199,346
199,932
199,932
199,932
199,758
199,758
199,758
199,700
199,700
199,774
199,466
199,466
199,466
200,684
200,684
200,684
200,228
201,174
201,452
201,452
201,47
201,134
201,134
201,134
202,276
202,276
202,276
203,402
203,402
203,402
203,573
203,573
203,573
203,849
203,849
203,738
204,637
204,632
204,632
204,632
204,181
204,181
204,53
205,293
205,293
205,293
205,345
205,345
205,345
205,691
205,691
205,494
205,494
205,556
205,475
206,388
206,388
206,291
207,15
207,15
207,15
207,358
207,358
207,358
207,551
207,551
208,336
208,336
208,842
208,842
208,659
208,659
208,659
208,344
208,344
208,344
208,674
208,674
208,533
208,533
208,533
209,571
209,571
209,544
209,544
209,366
209,366
209,154
209,154
209,154
209,643
209,643
210,98
210,98
210,526
210,526
211,935
211,935
211,935
211,187
211,187
211,187
211,378
211,378
211,747
211,747
211,747
211,770
211,770
211,3
211,3
212,293
212,293
212,748
212,748
212,750
212,750
212,750
212,867
212,867
212,867
213,646
213,646
213,646
213,92
213,584
213,320
213,320
213,320
214,658
214,658
214,228
214,228
214,228
215,277
215,277
215,553
215,553
215,553
215,202
215,202
216,351
216,351
216,351
216,208
216,208
216,975
216,975
217,355
217,355
217,355
217,377
217,40
217,40
217,820
217,820
218,706
218,706
218,223
219,305
219,305
220,875
220,875
220,875
220,824
220,824
220,661
220,661
221,723
221,942
221,841
221,841
221,841
222,198
222,198
222,347
222,12
222,12
222,806
222,432
222,605
223,81
223,613
223,764
223,519
223,519
223,526
224,86
224,86
224,985
224,985
224,985
224,343
224,343
224,680
224,680
224,737
225,50
225,5
225,567
226,659
226,659
226,696
226,392
226,392
226,392
226,528
226,528
226,950
227,314
227,106
227,106
227,670
228,275
228,275
228,275
229,751
229,751
229,318
229,318
229,318
229,492
229,356
229,356
229,356
229,810
230,440
230,164
230,164
230,485
230,485
230,815
230,815
231,755
231,755
231,713
231,713
231,713
231,910
231,869
231,869
231,102
231,102
231,102
231,749
232,736
232,674
232,507
232,176
233,443
233,962
233,459
233,459
233,459
234,581
234,862
234,862
234,862
235,767
235,707
235,707
235,707
235,540
235,540
236,266
236,266
236,177
236,177
236,724
236,149
236,149
236,463
236,463
236,463
237,796
237,796
237,796
238,333
238,333
238,89
238,89
238,89
238,578
238,871
238,871
238,871
238,359
238,359
238,359
239,930
239,163
239,163
239,163
239,884
239,884
239,570
239,570
239,570
239,236
240,262
240,26
240,990
240,990
240,990
240,507
240,507
240,507
240,862
241,48
241,48
242,630
242,667
242,477
242,477
242,876
242,826
243,26
243,26
243,26
243,776
243,36
243,36
243,36
243,698
244,544
244,840
244,840
244,840
244,980
244,980
244,980
244,292
244,292
244,292
244,234
244,234
244,204
245,849
245,849
245,849
245,755
245,380
246,634
246,162
246,162
246,693
246,693
246,693
247,333
247,333
247,333
247,39
248,743
248,743
248,773
248,484
248,46
248,46
248,46
249,9
249,9
249,366
249,366
249,366
249,684
249,684
249,167
249,73
249,73
249,73
250,620
250,620
250,620
250,969
250,969
250,613
250,613
250,613
250,567
250,19
250,19
250,19
251,29
251,29
251,29
251,851
251,197
252,468
252,468
252,212
252,212
252,212
252,927
252,927
252,927
253,91
253,91
253,981
253,981
253,212
253,212
253,212
253,750
253,750
253,750
253,435
253,786
253,786
253,786
254,908
254,647
254,647
254,178
254,178
254,178
254,435
254,435
254,559
255,733
255,733
255,587
255,587
256,945
256,945
256,928
256,928
256,928
256,83
256,83
256,693
256,819
256,819
256,819
256,466
256,466
256,466
257,836
258,192
258,192
258,192
258,289
258,289
258,459
258,459
258,459
258,789
258,789
258,789
259,180
259,180
260,882
260,882
260,882
260,557
261,969
261,545
261,545
262,494
262,494
262,855
262,855
262,855
262,525
262,763
262,196
262,196
262,196
262,962
262,962
262,962
263,26
263,26
263,26
263,267
263,267
263,51
263,51
263,118
263,118
263,118
263,941
263,941
263,941
264,530
264,530
264,493
264,493
264,493
264,923
264,923
264,427
264,427
264,672
264,209
265,35
265,809
265,809
265,273
265,927
265,927
265,487
265,487
266,681
266,681
267,399
267,399
267,717
267,717
267,717
267,144
267,144
268,554
268,554
268,84
269,444
269,444
269,444
269,15
269,15
269,39
269,39
269,821
269,814
270,200
270,200
270,200
270,879
270,879
270,564
270,564
270,141
270,968
270,968
270,792
270,792
270,792
271,523
271,55
271,756
271,529
271,354
271,354
271,354
271,730
272,300
272,300
272,385
272,196
272,446
272,821
272,821
272,821
273,958
273,479
273,479
273,479
273,828
273,828
273,828
274,941
275,689
275,689
276,738
276,738
276,573
276,512
276,354
276,354
276,56
276,56
276,56
277,75
277,501
277,501
277,501
277,64
277,520
277,520
277,470
277,470
278,940
278,940
278,776
278,436
278,57
278,57
278,57
278,656
278,656
279,756
279,756
279,583
279,583
279,583
279,472
279,238
279,238
279,896
279,896
280,414
280,471
280,471
280,471
281,566
281,566
281,566
282,509
282,509
282,589
282,589
282,589
282,645
282,752
282,721
283,331
283,558
284,340
284,23
284,186
284,608
284,951
284,951
284,951
284,639
285,69
285,69
285,69
285,522
285,522
285,522
285,886
285,886
285,886
285,759
285,759
285,526
285,450
286,383
286,294
286,294
286,261
287,472
287,854
288,986
288,94
288,791
289,799
289,799
289,760
289,199
289,199
290,572
290,572
290,571
290,571
290,512
290,512
290,512
291,413
291,413
291,413
291,75
291,75
291,75
291,366
291,216
291,216
291,216
291,3
292,646
292,646
292,646
293,69
293,69
294,667
294,667
294,820
294,820
294,866
295,334
295,639
295,639
295,742
295,742
296,65
296,65
296,980
297,763
297,763
297,763
297,919
297,919
297,919
298,719
298,719
298,719
298,307
298,307
298,128
298,128
298,128
298,628
298,628
298,628
298,341
298,323
298,323
299,145
299,145
300,979
300,365
300,365
300,365
300,815
300,815
300,326
300,863
300,863
300,863
301,982
301,948
301,948
302,904
303,204
303,204
303,522
303,522
303,522
303,105
303,105
303,105
303,51
303,51
303,51
304,960
304,960
304,960
304,654
304,805
304,805
304,805
304,314
304,314
304,314
304,246
305,819
306,692
306,692
306,692
306,240
306,10
306,10
306,130
306,130
307,267
307,267
307,267
307,106
307,106
307,106
307,185
307,185
307,297
307,297
307,297
307,665
307,665
307,752
307,752
307,752
308,739
308,739
308,441
308,441
308,441
308,824
308,824
308,824
308,361
308,361
308,577
308,577
308,852
308,852
309,839
309,303
309,303
309,587
309,587
309,288
309,933
309,933
309,933
310,128
310,399
310,351
311,103
311,103
311,909
311,909
311,909
311,413
311,413
311,176
311,176
311,176
312,149
312,511
312,333
312,333
312,333
312,482
312,482
313,59
313,155
314,938
314,987
315,188
315,251
315,251
315,251
315,381
315,381
315,381
316,842
316,426
316,426
316,767
316,767
316,767
316,490
316,490
316,661
316,661
316,661
316,961
316,961
316,961
317,526
317,404
317,404
317,404
317,603
317,603
317,603
317,892
317,892
317,20
317,20
317,20
317,287
317,287
318,383
318,710
318,290
318,422
318,201
318,201
319,763
319,283
319,729
319,729
319,349
319,349
319,349
320,370
320,370
320,28
320,28
320,999
320,999
320,468
320,429
320,220
320,220
320,220
321,251
321,251
322,789
322,789
322,789
322,24
322,24
322,24
322,266
322,266
322,294
322,586
322,586
322,816
322,816
322,816
323,281
324,671
324,671
324,671
324,283
324,283
324,283
324,412
325,656
325,656
325,656
325,986
326,396
326,396
326,920
326,526
327,586
327,586
327,586
328,849
329,372
329,372
329,372
329,546
329,546
329,947
329,947
330,435
330,435
330,34
330,40
330,732
330,83
330,83
331,75
331,75
331,539
331,628
331,528
332,907
332,907
332,907
332,910
332,320
332,320
332,23
332,23
333,81
333,39
333,50
333,296
333,296
333,296
333,100
334,411
334,411
334,411
335,551
335,551
335,551
336,71
336,71
336,772
336,772
336,673
336,673
336,73
336,73
336,73
337,936
337,936
337,228
337,228
337,228
337,790
337,790
337,496
337,496
338,932
338,932
338,932
338,37
338,37
338,37
338,917
338,917
338,105
339,847
339,769
339,769
340,880
340,880
340,880
341,16
342,299
342,299
342,299
342,108
342,108
342,108
342,452
342,290
342,290
342,290
342,367
342,367
342,367
343,589
343,589
343,446
343,446
343,446
344,407
344,580
344,580
344,580
344,233
344,442
344,442
345,686
345,686
345,267
345,263
345,193
345,193
345,236
345,236
345,236
346,413
346,193
346,469
346,469
346,469
347,598
347,322
347,322
347,322
347,243
347,243
347,243
348,846
348,846
348,422
348,422
348,422
348,999
348,847
348,847
349,974
349,974
349,689
349,689
349,689
350,481
350,481
350,714
350,714
350,714
350,206
350,206
350,206
350,999
350,696
350,696
350,133
350,133
350,133
351,713
351,713
351,898
351,898
351,459
351,429
351,429
351,429
351,695
351,695
351,695
351,537
351,537
352,932
353,828
353,828
353,828
353,843
353,843
353,843
353,592
353,66
353,66
353,16
353,16
354,50
354,50
354,50
354,329
354,329
354,618
354,618
354,618
354,583
354,374
355,374
355,374
355,374
355,526
355,526
356,811
356,811
356,811
356,965
356,965
357,777
357,352
357,352
357,352
358,732
358,732
358,118
358,326
358,326
358,674
359,598
359,598
359,203
359,203
359,203
359,265
359,838
359,90
360,272
360,153
360,153
360,647
360,647
360,647
360,812
360,812
360,812
361,138
361,138
361,138
361,806
361,357
361,357
361,357
361,452
361,452
361,988
361,775
362,345
362,345
362,345
362,940
362,940
362,940
362,649
362,454
363,116
363,116
363,914
363,485
363,58
363,58
363,58
363,26
363,856
364,526
364,35
364,305
364,305
364,305
365,312
365,312
365,312
366,580
366,580
366,580
366,50
366,50
366,760
366,760
366,477
367,320
367,320
367,320
367,121
367,121
367,106
367,106
367,106
367,571
368,317
368,317
368,317
368,863
368,863
368,943
368,287
369,993
369,993
370,926
370,716
370,975
370,221
370,649
370,649
370,649
370,485
370,485
370,485
371,117
372,994
372,994
372,941
373,621
373,621
373,621
374,7
374,7
374,91
374,91
374,91
374,367
374,367
374,367
374,452
374,452
374,393
374,393
374,393
375,477
375,477
376,257
376,257
376,889
376,10
376,757
376,757
376,757
376,908
376,121
376,121
376,121
377,266
377,827
377,633
377,633
377,633
377,76
377,76
377,76
378,535
378,535
378,694
378,694
378,995
378,995
378,995
378,946
378,553
378,395
379,473
379,473
379,473
379,678
379,98
379,98
379,98
379,90
379,90
380,876
380,845
380,845
380,517
381,517
382,817
382,817
382,817
382,881
382,881
382,842
382,40
382,40
383,559
384,838
384,838
384,254
385,682
385,532
385,532
385,532
385,478
385,478
385,284
385,284
385,284
385,96
385,749
385,749
386,494
387,259
387,259
387,259
387,512
387,512
387,512
387,724
387,724
387,113
387,113
387,113
387,463
387,463
387,468
388,928
388,60
388,60
388,616
388,180
388,180
388,180
388,658
388,658
388,658
389,160
389,160
389,153
389,153
389,679
389,679
389,679
389,966
389,966
389,966
389,577
389,577
390,722
390,528
390,528
390,528
390,676
390,676
390,676
391,193
391,118
391,962
391,962
391,864
391,864
392,522
392,522
392,651
392,651
392,526
393,400
393,400
393,762
393,56
393,165
393,165
393,996
393,996
393,219
393,219
393,219
394,490
394,490
394,490
394,514
394,350
395,37
395,657
395,729
395,729
395,729
395,654
395,745
396,434
397,544
397,544
397,544
397,176
397,608
397,608
397,608
397,230
397,230
397,230
398,450
398,450
398,450
399,588
399,588
399,954
400,815
400,815
400,178
400,178
400,178
400,937
400,937
400,845
400,845
400,845
400,753
400,753
401,429
401,429
401,429
401,990
401,990
401,990
401,906
401,906
401,906
402,508
402,302
402,302
402,515
402,704
402,801
402,252
402,252
402,252
403,20
403,369
404,130
404,130
404,130
404,655
404,540
404,540
405,932
405,932
405,932
406,894
406,991
406,991
406,991
406,383
406,383
406,383
406,417
406,417
406,417
406,464
406,464
406,464
407,782
407,782
407,782
408,437
408,437
408,437
408,485
408,485
408,514
408,514
408,463
408,463
408,713
408,713
408,713
408,380
409,548
409,548
409,544
409,544
410,901
410,901
410,946
410,946
410,471
410,333
410,333
410,41
410,41
410,135
411,831
411,831
411,831
411,29
411,29
411,29
412,684
412,684
412,684
412,229
412,229
412,229
412,997
412,62
412,62
412,641
412,546
412,546
413,246
413,246
413,851
413,851
413,644
413,644
413,644
414,388
414,388
414,388
415,200
415,727
415,727
415,727
415,206
415,206
415,623
415,160
415,724
415,724
416,54
416,135
416,135
416,176
416,176
416,176
417,270
417,270
417,270
417,427
417,427
417,427
417,942
417,942
418,986
418,986
418,986
418,333
419,61
419,61
419,61
419,311
420,357
420,42
420,42
420,42
420,958
420,978
420,978
421,783
422,249
422,249
422,249
422,179
423,438
423,438
423,438
423,721
423,427
424,826
424,826
424,826
424,964
424,964
425,713
425,972
425,324
425,324
426,385
426,385
426,981
426,960
426,960
427,852
427,852
427,65
428,718
428,718
428,657
428,948
428,948
429,185
429,185
429,236
429,236
429,236
429,88
429,327
429,337
429,337
429,337
430,437
430,437
430,231
430,26
430,512
430,812
430,812
430,812
430,79
430,79
430,79
431,482
431,482
431,914
431,914
432,646
432,298
433,826
433,248
433,248
433,248
433,941
433,941
433,941
433,656
433,656
433,994
433,280
433,280
433,280
434,339
434,139
434,836
434,836
434,896
434,896
434,896
434,495
435,637
435,637
435,637
435,845
435,845
435,845
436,798
436,297
436,297
436,303
436,303
437,165
437,165
437,639
437,639
437,91
437,91
437,922
437,922
437,922
437,284
437,591
437,591
438,538
438,538
438,364
438,364
438,364
438,378
438,378
438,573
438,573
438,345
438,640
438,640
438,640
439,681
440,557
440,557
440,557
440,434
440,434
440,434
441,115
441,300
441,300
441,300
442,506
442,506
442,506
442,143
443,540
443,540
443,403
443,403
443,920
443,920
443,920
444,411
444,49
444,49
444,49
444,242
444,242
444,242
444,404
444,404
444,521
444,521
445,364
445,364
445,678
445,270
445,270
445,270
445,820
445,820
445,820
446,737
446,737
446,227
446,227
447,890
447,890
447,890
447,45
447,45
448,978
448,978
448,97
448,97
448,64
448,416
449,894
449,863
449,863
449,863
450,282
450,11
451,692
451,804
451,804
452,899
452,899
453,202
453,783
453,483
453,483
453,708
453,708
453,708
453,249
453,249
454,549
454,549
454,549
454,391
454,391
454,821
454,821
454,821
454,856
454,856
454,897
454,220
454,220
454,220
455,790
455,850
455,850
455,743
455,96
455,600
455,600
456,876
456,734
456,734
456,734
456,549
456,549
456,701
456,701
457,339
457,339
457,795
457,373
457,373
457,142
458,470
458,9
458,9
458,847
458,847
458,847
458,560
458,560
458,560
459,996
459,996
459,227
459,227
459,227
459,419
459,419
459,419
459,139
459,139
460,963
460,963
460,933
460,429
460,429
461,685
461,685
461,988
461,176
461,176
462,587
462,587
462,497
462,497
462,497
462,678
462,678
462,678
462,911
462,911
462,911
462,201
462,201
462,201
463,733
463,733
463,733
463,857
463,946
463,946
463,946
463,443
463,443
463,443
463,767
463,767
463,444
463,444
464,683
464,683
464,798
464,798
464,746
464,746
464,746
464,236
464,236
464,78
464,78
465,656
465,656
465,878
465,878
465,471
465,471
465,519
465,924
465,924
465,924
465,506
465,506
465,506
466,997
466,744
466,388
466,388
466,952
466,914
466,914
467,755
467,755
467,755
468,88
468,88
468,88
468,657
469,280
469,280
469,787
469,787
469,376
469,376
469,45
469,45
469,45
470,725
470,725
470,485
470,485
470,403
470,403
470,403
470,948
470,948
470,919
470,919
470,569
470,569
470,569
471,117
471,117
471,117
471,368
471,368
472,900
472,380
472,380
472,241
472,241
473,60
473,60
473,60
474,978
474,978
474,283
474,283
474,122
474,122
474,122
475,904
475,925
475,925
475,925
476,606
476,937
476,937
476,132
476,132
476,325
476,325
476,325
476,818
476,818
476,818
477,470
477,470
477,104
477,482
477,482
477,768
477,730
477,730
477,730
478,202
478,355
478,464
478,525
478,525
479,901
479,901
479,870
479,870
479,870
479,245
479,245
479,451
479,945
479,945
479,945
479,546
480,905
480,905
481,467
481,467
481,467
481,588
481,588
481,588
481,366
481,366
481,667
481,268
481,526
481,526
481,526
482,446
482,446
482,446
482,28
482,28
483,957
483,957
483,957
483,846
483,846
483,810
483,810
483,179
483,872
483,872
484,683
484,683
484,446
484,446
484,446
484,711
484,491
484,491
485,52
485,52
485,991
485,991
485,887
485,887
485,380
485,380
485,380
485,152
485,653
486,310
486,310
487,768
487,768
487,768
487,681
487,681
487,681
487,681
487,707
487,145
487,177
488,199
488,199
488,970
488,970
489,328
489,592
489,592
489,592
489,598
489,980
489,771
489,771
489,108
490,49
490,49
490,49
490,513
490,513
490,513
490,492
490,492
490,492
490,121
490,121
490,188
490,188
490,159
490,159
491,982
491,982
491,982
491,510
491,510
491,510
491,843
491,843
492,939
492,840
492,472
492,472
493,858
493,858
493,858
494,54
495,516
495,516
495,516
495,542
495,766
495,766
495,766
495,33
495,33
495,33
495,503
495,503
495,898
495,898
495,898
496,397
496,793
496,453
496,969
496,969
496,969
497,800
497,800
497,800
498,1000
498,1000
498,1000
498,386
498,386
498,386
499,412
499,412
499,412
499,460
500,240
500,240
500,37
500,37
500,394
501,13
501,13
501,13
501,347
501,347
501,748
501,91
501,91
501,285
501,285
501,285
502,183
502,183
502,183
502,479
502,479
502,479
502,363
502,363
502,927
502,251
502,251
502,426
502,426
502,426
503,77
503,77
503,77
503,319
503,319
503,243
504,725
504,725
504,725
505,693
505,693
505,560
505,560
505,6
505,648
505,648
505,186
505,186
505,173
